Race_ID,Horse,Predicted_Probability
3826,Doublethetrouble,0.14732665812101117
3826,Spitfire Bridge,0.030867846202405673
3826,Sophosc,0.04423575985514292
3826,Brividi,0.027664261005562813
3826,Further Measure,0.02065749634780217
3826,Arch Legend,0.2404235881798526
3826,Sir Joseph Swan,0.24957287551587037
3826,Balgowan,0.00810820402226059
3827,Sisterandbrother,0.045590787613176045
3827,Ace Rothstein,0.006176900817171536
3827,Young Endless,0.031166854224696627
3827,Paradoxical,0.31005279925455104
3827,Pilgrim Of Culture,0.0026430916795566074
3827,Yakhabar,0.018265953694486307
3827,Mr Nugget,0.25343312515796157
3827,Khangai,0.15845807747838847
3827,Coloane,0.17421241008001173
3828,Palmar Bay,0.04407788471673204
3828,Lattaash,0.10440192782347539
3828,Newsreader,0.13936037161609055
3828,How Impressive,0.034851802973661916
3828,Billy Mill,0.07456217882136217
3828,Ziggy's Condor,0.07061678920905776
3828,Judgment Call,0.06418142951664425
3828,Perennial,0.09918937403815456
3828,So Quiet,0.1737717673414435
3828,Legal Reform,0.017103759886430137
3828,Federal Envoy,0.09996375869442062
3828,Beauty Choice,0.07791895536252708
3829,Foro Romano,0.08470094778237923
3829,Rock Diva,0.029366165751630296
3829,Brightandbeautiful,0.11577671152428463
3829,Minelone,0.0022131877400983608
3829,Cosmic Force,0.1816757460191886
3829,Whizz By,0.22230152520495103
3829,Empowered Queen,0.04607188822631943
3829,Bantz,0.07953887564460292
3829,The Outlaw,0.2004500735338596
3829,Desert Eye,0.037904878572685936
3830,Style Of Life,0.11177429477810895
3830,Rapido Girl,0.20810783992069531
3830,Liv My Life,0.06016939150298497
3830,Bella Kopella,0.07901971378277785
3830,Autumn Rose,0.21380784541630513
3830,Beveragino,0.18018641012424047
3830,Just Rita,0.019304293881143245
3830,Lockdown Lass,0.018644725542250225
3830,Starsong,0.10898548505149391
3831,Jack Daniel,0.008113043815708132
3831,Joolianoss,0.1335918424677935
3831,Al Suil Eile,0.002899058427617038
3831,Elterwater,0.3263460953943738
3831,Union Island,0.13996454185399837
3831,Mr Fustic,0.014772571751494752
3831,War Memorial,0.012350413224183013
3831,Commander Crouch,0.27181431318055294
3831,Mykonos St John,0.03306386959383516
3831,Kodebreaker,0.057084250290443304
3832,Mercurius Power,0.03330753902779321
3832,Distinction,0.021022814314022028
3832,Tea Sea,0.21972740941667143
3832,Embarked,0.027918769541403526
3832,Drifts Away,0.29300036908694194
3832,Timebar,0.1065998957547089
3832,Devasboy,0.07668548747469414
3832,Billy McGarry,0.12408680886574495
3832,Anif,0.014459346735656143
3832,Jaamir,0.08319155978236377
5730,Line Of Force,0.1289241135853162
5730,Art Market,0.30073893833253595
5730,Blewburton,0.10556093886110099
5730,Misty Sky,0.20199279282594151
5730,Choreographic,0.2627832163951053
5731,Wadacre Gomez,0.028395411156663386
5731,Barenboim,0.07664823232617053
5731,Moon Over Miami,0.1703493023706113
5731,Arqoob,0.043957180554004174
5731,Gaassee,0.03570757671248274
5731,Old Harrovian,0.11430596477250811
5731,Asgard's Captain,0.29786949345299085
5731,In The Breeze,0.023078580656407444
5731,Glen Buck,0.2096882579981615
5732,Dubai Magic,0.02780640895362661
5732,Miakoda,0.39149958901227533
5732,Woodhay Whisper,0.028453429249233143
5732,Kensington Hope,0.06193983212289073
5732,Until Dawn,0.011064475807462872
5732,Frankies Dream,0.1248253011168203
5732,The Last Time,0.053628120150959156
5732,Cuban Lynx,0.30078284358673185
5733,Just Ten High,0.21708371062412402
5733,Eldeyaar,0.005406755632984138
5733,King's Crown,0.1183860217028572
5733,Raft Up,0.11589718857702834
5733,Due Date,0.009090072624229818
5733,Three Beauz,0.07118152852474148
5733,Bomb Squad,0.1440636536022918
5733,Laura's Breeze,0.24557693729334407
5733,She'Sashambles,0.06944030610028781
5733,Next Second,0.0038738253181113506
5734,Rogue De Vega,0.19889196395999031
5734,Radiant Angel,0.11064169592487796
5734,Sir Maxi,0.09269919492965525
5734,Stars Away,0.00330979088281962
5734,Motagally,0.04050113474005078
5734,Beneficiary,0.03846649423312161
5734,Fircombe Hall,0.33908356859771527
5734,Midnightattheoasis,0.01949134575826569
5734,Ben Dikduk,0.05579005576236449
5734,Fantasy Navigator,0.10112475521113894
5735,Roaring Legend,0.1534285257876524
5735,Parramount,0.19777973697890802
5735,Lexington Knight,0.015490259396010732
5735,Optician,0.2615379913784626
5735,Wonder,0.19851689158604613
5735,Saligo Bay,0.1135067226032466
5735,Warrior Lion,0.05973987226967355
5736,Rebel Empire,0.20208958527650592
5736,Many A Star,0.06724293199359489
5736,Royal Pleasure,0.018336347256039474
5736,Last Outlaw,0.16512611113653575
5736,Hiatus,0.06943063556392455
5736,Antiphon,0.027965367215625866
5736,Ormolulu,0.2975820388770372
5736,Papa Cocktail,0.12896758471595168
5736,Tyke,0.015279877267100894
5736,Glendown,0.00797952069768379
5737,Angel Of Antrim,0.3692920040555828
5737,Rosenpur,0.19993396279407807
5737,Guiteau,0.05060592253740044
5737,Dan Dee Prince,0.01073836564313652
5737,Thomas Equinas,0.04608571633390818
5737,Circles,0.11783731491498856
5737,First Dynasty,0.013405421575426697
5737,Ignac Lamar,0.19120621133136792
5737,Cable Beach,0.0008950808141108126
5738,What What What,0.023127707525408346
5738,Grey Operations,0.03231570019695132
5738,Ceira G,0.09363817121256145
5738,Kaleidoscope Eyes,0.22416604977378732
5738,Andalseeyagraham,0.00695650832305668
5738,Followeroffashion,0.025888738497272967
5738,Miss Pocket Rocket,0.09827693135799793
5738,Black Sky,0.05873494292693336
5738,General Gordon,0.025104579477828737
5738,Cuda Been A Rowlex,0.015443540570736507
5738,Tango In Paris,0.04630906206294579
5738,A Fine Claret,0.35003806807451954
5739,Split Elevens,0.02795430002843593
5739,Nights Over Egypt,0.20172534253079247
5739,Lion's Dream,0.026435049187567984
5739,Reputation,0.09234881388338222
5739,City Cyclone,0.3829464142353164
5739,American Rose,0.10044066577429903
5739,Plumette,0.02245218313478942
5739,Midnight Flame,0.14569723122541658
5740,Noble Order,0.04023011621755144
5740,Diamondonthehill,0.006714529449543027
5740,Cynosure,0.2406097472050689
5740,Vibrato,0.41064949546611024
5740,Smart Hero,0.07870898392422222
5740,Urban Sprawl,0.1663449674128713
5740,Island Bandit,0.05674216032463277
5741,Crafter,0.05614759837015733
5741,Capuchinero,0.02281872075204396
5741,Covert Legend,0.2129942111323892
5741,Cerulean Summer,0.15636904362223117
5741,Overlooked,0.2398654888307299
5741,Masqool,0.09025790622487455
5741,Tasmanian Legend,0.060785807547097205
5741,Green Power,0.017739437510875
5741,Molly Valentine,0.032969601223359665
5741,Have You A Minute,0.07223993279950953
5741,The Pug,0.03781225198673243
9470,Lequinto,0.19249144202021248
9470,Em Jay Kay,0.18668407956709124
9470,Royal Musketeer,0.04706193056445579
9470,Hallowed Time,0.0193496303163949
9470,Classy Clarets,0.15068483657350837
9470,Haworth Star,0.033465815575945614
9470,Professor Tickle,0.06253738968392791
9470,Not Just Yet,0.1670755455567513
9470,Good Karma,0.13041381013342182
9470,Kipp Kelly,0.010235520008290514
9471,Enola Grey,0.22991710081049097
9471,Samra Star,0.22855188199545387
9471,Radiant Beauty,0.21174202557826535
9471,Jazzy Angel,0.07448823709654148
9471,Noisy Music,0.25530075451924833
9472,Golden Mind,0.06788597127794915
9472,Bobby Bennu,0.14704545474116906
9472,Brewing,0.2840131748961035
9472,Society Man,0.08621079769891213
9472,Royal Zabeel,0.15482567704466318
9472,Havanagreattime,0.15433053452696938
9472,Street Kid,0.05204217944673283
9472,Brasil Power,0.05364621036750082
9473,Mesaafi,0.015554647590163511
9473,Where's Freddy,0.06629874337591173
9473,Havana Force,0.1985383071049782
9473,The Caribbean,0.10614775807092969
9473,Eden Storm,0.030383698816694487
9473,Evocative Spark,0.017775816936982335
9473,Fools Rush In,0.22340293187432156
9473,Harbour Vision,0.08735934324068316
9473,Flatley,0.012230407349025512
9473,Circles,0.24230834564030976
9474,Thismydream,0.09492731193691971
9474,Basholo,0.26954157758015407
9474,Alafdhal,0.07860618869590635
9474,So Obsessed,0.04102098296886141
9474,Maharajas Express,0.07402186691851717
9474,Soldiers Design,0.03597623689447596
9474,Apache Star,0.06532920934537045
9474,Sir Benedict,0.06689725000940394
9474,Gustav Graves,0.23694423698080833
9474,Himawari,0.013739871764742263
9474,Buraback,0.02299526690484028
9475,Starfighter,0.10537740334104645
9475,Virtual Hug,0.08980345818471172
9475,Ocean Ridge,0.1433758259788473
9475,The Resdev Way,0.21976797433695716
9475,Villazon,0.04691072345121014
9475,Abstract,0.011835941742027532
9475,Muhalhel,0.18300005596149863
9475,Pittsburg,0.08690722378129205
9475,Where Is The Love,0.11302139322240902
9476,Smokey Malone,0.05957973832059106
9476,Enzos Angel,0.04692930909915745
9476,Wannabeawallaby,0.029325820308296443
9476,Orange Martini,0.0437529435244641
9476,Desiderata,0.33917860671015443
9476,Walk The Moon,0.04654789354481855
9476,High Court Judge,0.40408642579873855
9476,This Time Maybe,0.030599262693779456
11322,Ellexis,0.07052013303230181
11322,Sid's Annie,0.08165227191884443
11322,Kingmont,0.4766413475434855
11322,Caramay,0.2652247769600176
11322,Silk Bird,0.013377578932864589
11322,Disclosure,0.06502010763959928
11322,Equuleus Star,0.027563783972886786
11323,Ravenglass,0.22397646396296877
11323,Centurion Dream,0.08115871150127354
11323,Forever Proud,0.1938219161786824
11323,Doctor Awtaad,0.036444965586400535
11323,Al Shabab,0.15009268887180718
11323,Boujee Gold,0.1248964506862889
11323,Northern Cracksman,0.015202945467209676
11323,Glencalvie,0.12761692628146068
11323,Evasive Power,0.00698684138062993
11323,Melsmay,0.03980209008327841
11324,Just A Spark,0.22674695260717553
11324,Tiger Crusade,0.12170281826819548
11324,Power Over Me,0.02353905488765746
11324,Lir Speciale,0.11032499018668752
11324,Pure Angel,0.06151702936463305
11324,Lady Dreamer,0.15936829567057717
11324,Monsieur Kodi,0.2569783907402383
11324,Mojomaker,0.03793435493824983
11324,That's For Sure,0.0018881133365856006
11325,Le Rouge Chinois,0.011677830068607151
11325,Green Team,0.12676871873844975
11325,It's A Love Thing,0.025701405196957343
11325,Lawmans Blis,0.26753433984449226
11325,Hill Station,0.12651662940184058
11325,Dark Mystery,0.1689052468873637
11325,Blue Sky Boy,0.07011168861955178
11325,Alfheim,0.20278414124273755
11326,Anamika,0.08124565702826014
11326,Till It Shines,0.06256859663941762
11326,Artificer,0.05841882533338588
11326,Pessoa,0.24908102815194144
11326,Heavenly Fire,0.05167967453730862
11326,Speed Court,0.0654043849317765
11326,Too Much Too Young,0.06821915986622604
11326,Porfin,0.0721280834290696
11326,The Toff,0.155140617388221
11326,Perfect Curves,0.1361139726943931
11327,Silky Robin,0.07701058095700497
11327,Bossy Parker,0.0551319076985688
11327,Salaamaat,0.047934390642798995
11327,Lady Ava,0.0956378011526804
11327,Heerathetrack,0.059569459171538705
11327,Concert Boy,0.057730481468109204
11327,Ash Wednesday,0.4006884995347155
11327,Brave Display,0.013410570043048802
11327,Quick Away,0.10526795179879701
11327,Kenstone,0.056467506496040876
11327,Gypsy Nation,0.03115085103669662
13230,Fiorella Princess,0.0598603134224261
13230,Dandy Magic,0.06014777904861884
13230,Blinky,0.33619378080505313
13230,Star Chorus,0.14645185439524558
13230,Oakley Boy,0.15979867588320343
13230,Fallen Soldier,0.07140064441487738
13230,Startling,0.0531523591454413
13230,Atherstone Beau,0.11299459288513418
13231,Illucidate,0.25094959234986985
13231,Percy Willis,0.10697163694839198
13231,Humble Spark,0.5710819454214597
13231,Show No Fear,0.0709968252802784
13232,Rhythm N Hooves,0.29841405718576164
13232,Mondammej,0.1110133806177556
13232,Sugar Hill Babe,0.22063831027440164
13232,Dark Kestrel,0.045293787680228
13232,Our Absent Friends,0.1144924948413251
13232,Strong Johnson,0.1113315485743861
13232,Parisiac,0.09881642082614189
13233,Powerful Response,0.19722230263615967
13233,Kalikapour,0.06887720311600143
13233,Parish Councillor,0.19722997294341632
13233,Russian Virtue,0.14323591223194787
13233,Annandale,0.21844871584533346
13233,Sandret,0.053055075851342476
13233,Burglar's Dream,0.05908430854007682
13233,Racing Vicar,0.050271608824644445
13233,Dundory,0.012574900011077464
13234,Red Maids,0.031368714447308474
13234,Beattie Is Back,0.1302998224266491
13234,King's School,0.16796478704416068
13234,Commander Of Life,0.20450409601315073
13234,Starliner,0.06724592987357604
13234,Barnaby,0.020206372280754694
13234,Petra Celera,0.012747219305008087
13234,William Dewhirst,0.3094610152691717
13234,Alreet Cha,0.05441959514872212
13234,Homer Stokes,0.0017824481914983843
13235,Ahamoment,0.10717759397577946
13235,Wyvern,0.03845248170105722
13235,Rebecca's Girl,0.21886689802882048
13235,Drafted,0.19848172558115806
13235,Tasever,0.0701509078339865
13235,Belle Flora,0.017304809227793386
13235,Drakeholes,0.03332640794422273
13235,Pallas Lord,0.14012653806397807
13235,Keep Me Stable,0.15849351039745058
13235,Marcello Si,0.017619127245753548
13236,Tyger Bay,0.08560945406112504
13236,Above,0.02276664053076257
13236,Hierarchy,0.02952466997289729
13236,Grenham Bay,0.24990873510362283
13236,Gundogan,0.07986830680627562
13236,First Company,0.007589925685980736
13236,Mighty Gurkha,0.04142673800488642
13236,Big R,0.1811165180778818
13236,Roach Power,0.044929702826320264
13236,Runaround Sioux,0.23324014400465504
13236,Man On A Mission,0.02401916492559241
13237,Saturnalia,0.03148728223950701
13237,Timetobenice,0.10199314089406228
13237,Monopolise,0.1618667210352362
13237,Mond,0.0010206754104986424
13237,Clipsham La Habana,0.0064738900549993
13237,Drumstick,0.2748314283164254
13237,Bernadine,0.05299059478617343
13237,Beauty Generation,0.04126070811549922
13237,Profitman,0.30067219774370324
13237,Night Arc,0.0009501199552324992
13237,Shamardal Star,0.01521183504901278
13237,Taskheer,0.011241406399650001
13238,Beccali,0.4917561150469676
13238,Molveno,0.38197421598188136
13238,Hippocratic Oath,0.1150879969984093
13238,Northwest Passage,0.011181671972741811
13239,Robusto,0.02976075577448389
13239,Zoran,0.015457696967074296
13239,Jack McNamara,0.17576176225082438
13239,Golden Flame,0.24810132674699067
13239,Haaland,0.13444799305958555
13239,Poncho,0.2066602568205434
13239,The Craftymaster,0.040022579594198394
13239,Francesco Baracca,0.14978762878629936
15087,Knockbrex,0.08592290700729431
15087,Vibrato,0.10511431322338431
15087,Epsom Faithfull,0.3749047986770348
15087,Hitched,0.27377893718280283
15087,No Surrender,0.16027904390948383
15088,Douglas Dc,0.08540158473222634
15088,Paradoxical,0.3817934736789379
15088,Seraphic,0.01972240200738797
15088,Another Beautiful,0.021419477393119335
15088,Kojin,0.028055137808770225
15088,Forge Valley Lad,0.16821263904150704
15088,Moon Over The Sea,0.2023707576542315
15088,Lost In Time,0.0820332855909221
15088,Hello Sweety,0.010991242092897561
15089,Tadreeb,0.33971404967624336
15089,Fools Rush In,0.46724150927513264
15089,Poetic Force,0.14190296172196531
15089,Go Wild,0.05114147932665874
15090,Brosay,0.05113869457774832
15090,Ardennes,0.11511805374228347
15090,Dream Voyage,0.13122702670080816
15090,Amerjeet,0.2636432484726357
15090,Sergio Parisse,0.12231622477759097
15090,Carbine Harvester,0.2191198187972459
15090,Berkshire Kameo,0.09483380090947281
15090,Rock N Roll Rocket,0.0026031320222147498
15091,Bowood,0.20562960788173074
15091,Orbaan,0.019359716399234318
15091,Invincible Aura,0.06896734612037622
15091,Master Of Combat,0.423944897242898
15091,Starshiba,0.2802337346264831
15091,Forca Timao,0.0018646977292775446
15092,Sparkling Belle,0.02143286685235591
15092,Harlington,0.1856854996479816
15092,Come On John,0.37196418237028633
15092,Dubai Harbour,0.19847351932607904
15092,Star Of Sussex,0.011538396455323745
15092,Villalobos,0.01845700659899024
15092,Init Together,0.16122264932624256
15092,Laurentia,0.03122587942274051
15093,Send In The Clouds,0.027982566185188473
15093,Major Major,0.3205459504193799
15093,Royal Observatory,0.12079736040659761
15093,Forever Proud,0.2526223981631248
15093,Cracking Filly,0.09588116062545853
15093,Naughty Niall,0.08045663763007518
15093,Danehill Star,0.10171392657017551
15094,Shades Of May,0.06871461896164162
15094,Time Patrol,0.4035003310158584
15094,Comedian Leader,0.2591103086690876
15094,Q Twenty Boy,0.03617471416958012
15094,Zina Colada,0.04682965334002874
15094,Wild Eyed Girl,0.060355669679899186
15094,Captain Dandy,0.015924647447496266
15094,Lucy Lockett,0.022346900411211776
15094,Jazz State,0.013234352596018501
15094,Lord Danielson,0.07380880370917779
15095,Black Smoke,0.03979237582049462
15095,Foinix,0.023277538787472785
15095,Carlton,0.23863336249042455
15095,Alex The Great,0.05724571851175174
15095,Meisterzinger,0.1192986726147584
15095,Oscar Doodle,0.007655105372411032
15095,Mamdoh,0.4499763105742968
15095,Zooks,0.03678719159623368
15095,Rogue Raider,0.0059771024473448215
15095,Lumberjack,0.00510823189744887
15095,Leon Trotsky,0.016248389887362776
15096,Made The Cut,0.010828098158702802
15096,Sopelana,0.05554074508319053
15096,The Outlaw,0.10009974378144242
15096,Khutulun,0.29549410756279604
15096,Rumseg,0.1873925955186256
15096,Montbeliarde,0.04575111681647311
15096,Tiny Rebel,0.003351495505214496
15096,Specified,0.0141976918638846
15096,Majestic Heights,0.13810052457547786
15096,Africa Charm,0.031169201609412975
15096,Kings Square,0.10102131491500482
15096,Perfect Ruby,0.012500463727467447
15096,Logical Lady,0.00455290088230734
15097,Once Adaay,0.07068742301479061
15097,Triggered,0.24634237088779676
15097,Zaltalla,0.020447052379387792
15097,Mammy,0.2696551303718079
15097,Adace,0.19470841903619474
15097,Rising Force,0.19815960431002225
15098,Boasty,0.05619518364078879
15098,Phone Tag,0.3366424983104356
15098,Auguste Lumiere,0.020908530330492104
15098,Bohemian Breeze,0.0695362725894015
15098,Solanna,0.35574021509707043
15098,Fihrayn,0.1609773000318116
16868,Corsican Caper,0.08845569023070954
16868,Liberated Lad,0.03616564126023401
16868,Zivaniya,0.038385423670062105
16868,Dark Agent,0.13646562366300646
16868,Breccia,0.38306793048042753
16868,Socialist Agenda,0.05088031392723692
16868,Bamboo Bay,0.21443456274669867
16868,Star Of Markinch,0.0315444541592051
16868,Typewritten,0.02060035986241966
16869,Polemon,0.008198019508633558
16869,Brosna Town,0.011216398718187621
16869,Autocrat,0.15203602620911005
16869,Eighty Eight,0.1443076761992766
16869,Bambeano,0.04119196356771703
16869,Jazz Forever,0.10536256739728617
16869,Rockview Consort,0.38995770798688456
16869,Rhythm And Tyne,0.01493747717170214
16869,Nika Pika,0.014772056525384688
16869,Saga Des Aigles,0.006851594793604319
16869,Figurehead,0.11116851192221332
16870,Bansha Belle,0.16796749237219757
16870,Lyle The Crocodile,0.2528421511057484
16870,Tomarlo,0.37335657606303435
16870,Weegeebear,0.013631915015628762
16870,Endless Dawn,0.015257558252695404
16870,Hooz In Court,0.02499261270599377
16870,Movin And Groovin,0.14613225403331748
16870,Drish Samphire,0.00581944045138423
16871,Clarita,0.15649545040483526
16871,Sayifyouwill,0.13150344142922538
16871,Current Option,0.3314039630195842
16871,Benavente,0.007415050223624102
16871,Duplantis,0.02650314216830812
16871,Nezeeh,0.02037768647040492
16871,Shoot To Kill,0.17002934153079785
16871,Ransom,0.04341456690638673
16871,May Night,0.0015081726297713552
16871,Superior Force,0.04683516278390222
16871,Ivasecret,0.018108917983837305
16871,Nikki Swango,0.014664508318766355
16871,Is That Love,0.03174059613055623
16872,Thunder Star,0.025154185158526694
16872,Dicko The Legend,0.2838867505515719
16872,Darlo Pride,0.13372104186152858
16872,Mumayaz,0.13160265407205907
16872,Sugar Baby,0.006220383300526189
16872,Ramon Di Loria,0.02171019352561927
16872,Gustav Graves,0.21400620053103647
16872,Oriental Prince,0.18369859099913177
16873,Beneficiary,0.09632814388742843
16873,Desert Master,0.11511751652430639
16873,Travel Candy,0.02788966951648127
16873,Three Beauz,0.21071930162652305
16873,Beaumadier,0.013279208685498645
16873,Phoenix Star,0.023175550995277107
16873,Gidwa,0.16798921309644257
16873,Stroxx,0.03297616518076219
16873,Rockley Point,0.06335567119331542
16873,The Princes Poet,0.24916955929396498
16874,Beauty Bella,0.29590275278530426
16874,Arthur Rose,0.05574414156352164
16874,Golden Days,0.0786848592656024
16874,Storm Eric,0.014298683992355914
16874,Eagles Whistle,0.0234499406356204
16874,Villemacho,0.04118946641002863
16874,Zahee,0.0033783112694809577
16874,Eastern Capital,0.0009829001820381687
16874,Phoenix Princess,0.01085381431806904
16874,Rhasidat,0.15762779302888333
16874,Roderick,0.03923125239557121
16874,Royal Tribute,0.17988011633110243
16874,Turbo Sprint,0.09877596782242162
16875,Nevernay,0.052157601984054856
16875,Tomorrow Day,0.38397787683419776
16875,The Gay Blade,0.05002020562697559
16875,Spartan Fighter,0.1103972653396907
16875,Sir Maxi,0.23356079711958358
16875,Fircombe Hall,0.04170269675544538
16875,Ben Dikduk,0.08117988224720928
16875,Sacred Melody,0.02075669465719895
16875,Dodgy Bob,0.026246979435643997
16876,Free Solo,0.008751779259350596
16876,Latin,0.03686951377130378
16876,Higher Kingdom,0.27125497089549944
16876,Camachero,0.010732392894169385
16876,Bungle Inthedesert,0.015863649696171565
16876,Reclaim,0.41222478278084823
16876,Cousin Shay,0.0876709676183577
16876,Hialeah,0.08896512987748302
16876,Aljadel,0.03208705009494395
16876,Deuteronomy,0.03201351567591385
16876,Jackandthefox,0.0005770112854931041
16876,L'immortale,0.0029892361504653855
16877,Fortunate Star,0.19746418337077387
16877,Captain Vallo,0.1573030574849549
16877,King Of The Jungle,0.16190896853367434
16877,Eldeyaar,0.02556368728448498
16877,Sirius White,0.18667657217210978
16877,My Boy Jack,0.26282495722252813
16877,Parson's Meadow,0.005311412858378843
16877,Captain Bentley,0.002947161073095089
18750,Tradesman,0.178743360312323
18750,Alright Sunshine,0.029855226462567757
18750,Haliphon,0.03976896899363253
18750,Star Legend,0.05888494318837836
18750,Addosh,0.030558632134769295
18750,Delta Legend,0.09116899914065417
